cas_rn,substance,regs,syns,used_for,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
977078-16-2,GLUCOSE ISOMERASE FROM STREPTOMYCES OLIVACEUS,['184.1372'],"['GLUCOSE ISOMERASE', ' STREPTOMYCES OLIVACEUS']",['ENZYME'],,,,,
977090-07-5,GLUCOSE ISOMERASE FROM STREPTOMYCES OLIVOCHROMOGENES,['184.1372'],"['GLUCOSE ISOMERASE', ' STREPTOMYCES OLIVOCHROMOGENES']",['ENZYME'],,,,,
977090-06-4,GLUCOSE ISOMERASE FROM STREPTOMYCES RUBIGINOSUS,['184.1372'],"['GLUCOSE ISOMERASE', ' STREPTOMYCES RUBIGINOSUS']",['ENZYME'],,,,,
9001-35-8,GLUCOSE OXIDASE CATALASE PREPARATION,"[' 160.105 ,  160.145 ,  160.185']","['GLUCOSE OXIDASE/CATALASE', 'GLUCATASE', 'OXIDASE', ' GLUCOSE', ' MIXT. WITH CATALASE']",['ENZYME'],,,,,
977031-82-5,GLUCOSE OXIDASE FROM ASPERGILLUS NIGER,[],"['GLUCOSE OXIDASE', ' ASPERGILLUS NIGER']",['ENZYME'],,,,,
977090-09-7,GLUCOSE OXIDASE FROM PENICILLIUM NOTATUM,[],"['GLUCOSE OXIDASE', ' PENICILLIUM NOTATUM']",['ENZYME'],,,,,
83-87-4,GLUCOSE PENTAACETATE,['172.515'],"['GLUCOSE PENTAACETATE', 'GLUCOPYRANOSE PENTAACETATE', ' D-', 'PENTAACETYL-DEXTRO-GLUCOSE', 'PENTAACETYLGLUCOSE', '1', '2', '3', '4', '6-PENTAACETYL-D-GLUCOSE', 'D-GLUCOPYRANOSE', ' PENTAACETATE', 'GLUCOPYRANOSE', ' PENTAACETATE', ' D-', '1', '2', '3', '4', '6-PENTA-O-ACETYL-D-GLUCOPYRANOSE', 'PENTAACETYL-D-GLUCOSE', 'PERACETYLGLUCOSE', 'PENTA-O-ACETYL-D-GLUCOPYRANOSE', 'GLUCOSE 1', '2', '3', '4', '6-PENTAACETATE', ' D-']",['FLAVORING AGENT OR ADJUVANT'],2524,3,,,
977091-48-7,GLUCOSIDASE FROM ASPERGILLUS FLAVUS,[],"['GLUCOSIDASE', ' ASPERGILLUS FLAVUS']",['ENZYME'],,,,,
977091-49-8,GLUCOSIDASE FROM ASPERGILLUS NIGER,[],"['GLUCOSIDASE', ' ASPERGILLUS NIGER']",['ENZYME'],,,,,
977091-50-1,GLUCOSIDASE FROM ASPERGILLUS ORYZAE,[],"['GLUCOSIDASE', ' ASPERGILLUS ORYZAE']",['ENZYME'],,,,,
56-86-0,L-GLUTAMIC ACID,"['172.32', '182.1045']","['GLUTAMIC ACID', ' L-', 'AMINOGLUTARIC ACID', 'L-GLUTAMIC ACID', 'GLUTAMIC ACID', ' (S)-', '2-AMINOPENTANEDIOIC ACID', ' (S)-', 'GLUTAMIC ACID', ' L-(+)-', 'AMINOGLUTARIC ACID', ' ALPHA-', '1-AMINOPROPANE-1', '3-DICARBOXYLIC ACID', 'GLUTAMIC ACID', ' (S)-(+)-']","['FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT', 'PH CONTROL AGENT']",3285,5,25.0,,1420
138-15-8,GLUTAMIC ACID HYDROCHLORIDE,"['172.32', '182.1047']","['GLUTAMIC ACID HYDROCHLORIDE', 'ALPHA-AMINOPENTANEDIOIC ACID', ' HYDROCHLORIDE', ' L-', 'GLUTAMIC ACID', ' L-', ' HYDROCHLORIDE', 'GLUTAMIC ACID', ' HYDROCHLORIDE', ' L-', 'L-GLUTAMIC ACID', ' HYDROCHLORIDE']","['FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT']",,,,,
56-85-9,L-GLUTAMINE,['172.32'],"['GLUTAMINE', ' L-', 'GLUTAMIC ACID 5-AMIDE', '2-AMINOGLUTARAMIC ACID', 'L-GLUTAMINE', '2', '5-DIAMINO-5-OXOPENTANOIC ACID', ' (S)-', 'GLUTAMIC ACID GAMMA-AMIDE', ' L-', 'GLUTAMINE', ' L-(+)-', 'GLUTAMINE', ' GAMMA-', '2-AMINOGLUTARAMIC ACID', ' L-']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT']",3684,13,,,1430
38837-70-6,GAMMA-GLUTAMYL-VALYL-GLYCINE,[],"['GAMMA-GLUTAMYL-VALYL-GLYCINE', 'L-gamma-glutamyl-L-valylglycine', 'glycine', ' L-gamma-glutamyl-L-valyl-', 'gamma-Glu-Val-Gly', 'N-(N-L-gamma-glutamyl-L-valyl)glycine']",['FLAVORING AGENT OR ADJUVANT'],4709,25,27.0,,2123
111-30-8,GLUTARALDEHYDE,"['172.23', '173.32', '173.357', '175.105', '176.17', '176.18', '176.3']","['GLUTARAL', 'GLUTARALDEHYDE', 'PENTANEDIAL', '1', '5-PENTANEDIONE', 'GLUTARIC ACID DIALDEHYDE', '1', '5-PENTANEDIAL', 'GLUTARIC DIALDEHYDE']",['OXIDIZING OR REDUCING AGENT'],,,,,
977091-56-7,"GLUTEN, GUM","[' 139.110 ,  139.120 ,  139.125 ,  139.140 ,  139.150']","['GUM GLUTEN', 'GLUTEN', ' GUM']",['NUTRIENT SUPPLEMENT'],,,,,
56-81-5,GLYCERIN,"['172.811', '175.3', '175.32', '176.21', '177.139', '177.242', '177.28', '178.35', '182.132', '182.9', '169.175']","['GLYCERIN', 'GLYCERINE', 'GLYCEROL', '1', '2', '3-PROPANETRIOL', 'GLYCYL ALCOHOL', '1', '2', '3-TRIHYDROXYPROPANE', 'PROPANETRIOL']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'HUMECTANT', 'MASTICATORY SUBSTANCE', 'NUTRITIVE SWEETENER', 'SOLVENT OR VEHICLE', 'STABILIZER OR THICKENER', 'TEXTURIZER']",2525,3,,,
977091-53-4,"GLYCERIN, SYNTHETIC","['172.866', '178.35']","['SYNTHETIC GLYCERIN', 'GLYCERIN', ' SYNTHETIC']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'HUMECTANT', 'MASTICATORY SUBSTANCE', 'NUTRITIVE SWEETENER', 'SOLVENT OR VEHICLE', 'STABILIZER OR THICKENER', 'TEXTURIZER']",,,,,
60-01-5,GLYCEROL TRIBUTYRATE,['184.1903'],"['TRIBUTYRIN', 'GLYCERYL TRIBUTYRATE', 'BUTYRIN', 'BUTANOIC ACID', ' 1', '2', '3-PROPANETRIYL ESTER', '1', '2', '3-PROPANETRIYL TRIBUTANOATE', 'BUTYRIN', ' TRI-']","['FLAVORING AGENT OR ADJUVANT', 'SOLVENT OR VEHICLE']",2223,3,25.0,,922
77538-19-3,GLYCERYL BEHENATE,['184.1328'],"['BEHENIN', 'GLYCERYL BEHENATE', 'DOCOSANOIC ACID', ' ESTER WITH 1', '2', '3-PROPANETRIOL', '1', '2', '3-PROPANETRIOL DOCOSANOATE']",['FORMULATION AID'],,,,,
26446-31-1,GLYCERYL 5-HYDROXYDECANOATE,[],"['GLYCEROL 5-HYDROXYDECANOATE', 'DECANOIC ACID', ' 5-HYDROXY-', ' MONOESTER WITH GLYCEROL', 'DECANOIC ACID', ' 5-HYDROXY-', ' MONOESTER WITH 1', '2', '3-PROPANETRIOL', 'GLYCEROL', ' MONO(5-HYDROXYDECANOATE)', 'GLYCERYL MONO(5-HYDROXYDECANOATE)', '1', '2', '3-PROPANETRIOL MONO(5-HYDROXYDECANOATE)']",['FLAVORING AGENT OR ADJUVANT'],3685,13,,,923
26446-32-2,GLYCERYL 5-HYDROXYDODECANOATE,[],"['GLYCEROL 5-HYDROXYDODECANOATE', 'DODECANOIC ACID', ' 5-HYDROXY-', ' MONOESTER WITH GLYCEROL', 'DODECANOIC ACID', ' 5-HYDROXY-', ' MONOESTER WITH 1', '2', '3-PROPANETRIOL', 'GLYCEROL', ' MONO(5-HYDROXYDODECANOATE)', 'GLYCERYL MONO(5-HYDROXYDODECANOATE)', '1', '2', '3-PROPANETRIOL MONO(5-HYDROXYDODECANOATE)']",['FLAVORING AGENT OR ADJUVANT'],3686,13,,,924
977051-31-2,GLYCERYL-LACTO ESTERS OF FATTY ACIDS,['172.852'],"['MONO- AND DIGLYCERIDES', ' LACTATED', 'GLYCERYL-LACTO ESTERS OF FATTY ACIDS', 'GLYCEROL', ' LACTIC AND FATTY ACID ESTERS', 'GLYCEROL', ' LACTIC ACID ESTERS', 'LACTATED MONO- AND DIGLYCERIDES', 'LACTIC ACID ESTERS OF MONO- AND DIGLYCERIDES', 'MONO- AND DIGLYCERIDES OF FATTY ACIDS', ' LACTIC ACID ESTERS', 'LACTYLATED MONO- AND DIGLYCERIDES']",['EMULSIFIER OR EMULSIFIER SALT'],4124,22,,,
30283-16-0,GLYCERYL LACTOOLEATE,['172.852'],"['GLYCEROL LACTOOLEATE', 'GLYCERYL LACTOOLEATE', 'OLEIC ACID', ' ESTER WITH LACTIC ACID', ' MONOESTER WITH GLYCEROL', 'GLYCEROL LACTATE MONO- AND DIOLEATE']","['EMULSIFIER OR EMULSIFIER SALT', 'FORMULATION AID']",,,,,
1338-09-6,GLYCERYL LACTOPALMITATE,['172.852'],"['GLYCEROL LACTOPALMITATE', 'GLYCEROL', ' LACTOPALMITATE', 'HEXADECANOIC ACID', ' ESTER WITH 1', '2', '3-PROPANETRIOL 2-HYDROXYPROPANOATE', 'GLYCERYL LACTOPALMITATE', 'GLYCEROL LACTATE MONO- AND DIPALMITATE', 'LACTOPALMITIN', '1', '2', '3-PROPANETRIYL 2-HYDROXYPROPANOATE HEXADECANOATE']","['EMULSIFIER OR EMULSIFIER SALT', 'FORMULATION AID']",,,,,
25496-72-4,GLYCERYL MONOOLEATE,"['175.3', '175.32', '181.27', '184.1323']","['MONOOLEIN', 'GLYCEROL MONOOLEATE', 'GLYCERYL MONOOLEATE', '9-OCTADECENOIC ACID (Z)-', ' MONOESTER WITH 1', '2', '3-PROPANETRIOL', '1', '2', '3-PROPANETRIOL MONO((Z)-9-OCTADECENOATE)', 'OLEIN', ' MONO-']","['ANTICAKING AGENT OR FREE-FLOW AGENT', 'DRYING AGENT', 'EMULSIFIER OR EMULSIFIER SALT', 'FLAVORING AGENT OR ADJUVANT', 'HUMECTANT']",2526,3,,,919
31566-31-1,GLYCERYL MONOSTEARATE,"['175.21', '175.3', '176.17', '176.2', '177.12', '184.1324', ' 139.110 ,  139.150']","['MONOSTEARIN', 'GLYCEROL MONOSTEARATE', 'GLYCERYL STEARATE', 'MONOGLYCERYL STEARATE', 'STEARIC ACID MONOGLYCERIDE', '1', '2', '3-PROPANETRIOL MONOOCTADECANOATE', 'OCTADECANOIC ACID', ' MONOESTER WITH 1', '2', '3-PROPANETRIOL', 'GLYCERYL MONOOCTADECANOATE', 'MONOSTEARATE (GLYCERIDE)', 'STEAROYLGLYCEROL']","['EMULSIFIER OR EMULSIFIER SALT', 'FIRMING AGENT', 'FLAVOR ENHANCER', 'LUBRICANT OR RELEASE AGENT', 'MASTICATORY SUBSTANCE', 'TEXTURIZER']",2527,3,,,918
8067-32-1,GLYCERYL PALMITOSTEARATE,['184.1329'],"['GLYCERYL PALMITOSTEARATE', 'OCTADECANOIC ACID', ' ESTER WITH 1', '2', '3-PROPANETRIOL HEXADECANOATE', '1', '2', '3-PROPANETRIYL HEXADECANOATE OCTADECANOATE']",['FORMULATION AID'],,,,,
614-33-5,GLYCERYL TRIBENZOATE,"['175.105', '176.18']","['TRIBENZOIN', 'GLYCERYL TRIBENZOATE', '1', '2', '3-PROPANETRIOL', ' TRIBENZOATE', 'GLYCEROL', ' TRIBENZOATE']",['FLAVORING AGENT OR ADJUVANT'],3398,7,,,861
139-45-7,GLYCERYL TRIPROPANOATE,[],"['TRIPROPIONIN', 'GLYCERYL TRIPROPANOATE', 'GLYCEROL TRIPROPIONATE', 'PROPIONIC ACID TRIGLYCERIDE', '1', '2', '3-PROPANETRIOL', ' TRIPROPANOATE', 'PROPIONIN', ' TRI-', 'TRIPROPIONYLGLYCEROL']","['FLAVORING AGENT OR ADJUVANT', 'SOLVENT OR VEHICLE']",3286,5,25.0,,921
555-43-1,GLYCERYL TRISTEARATE,['172.811'],"['TRISTEARIN', 'GLYCERYL TRISTEARATE', 'TRIOCTADECANOIN', 'STEARIN', ' TRI-', '1', '2', '3-PROPANETRIYL TRIOCTADECANOATE', 'OCTADECANOIC ACID', ' 1', '2', '3-PROPANETRIYL ESTER', 'STEARIC ACID TRIGLYCERIDE']","['FORMULATION AID', 'LUBRICANT OR RELEASE AGENT', 'SURFACE-FINISHING AGENT']",,,,,
56-40-6,GLYCINE,"['172.32', '172.812']","['GLYCINE', 'AMINOACETIC ACID', 'GLYCOCOLL', 'AMINOETHANOIC ACID']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT', 'NUTRIENT SUPPLEMENT']",3287,5,27.0,,1421
475-31-0,GLYCOCHOLIC ACID,[],"['GLYCOCHOLIC ACID', 'N-CHOLOYLGLYCINE', 'GLYCINE', ' N-((3ALPHA', '5BETA', '7ALPHA', '12ALPHA)-3', '7', '12-TRIHYDROXY-24-OXOCHOLAN-24-YL)-', 'N-((3ALPHA', '5BETA', '7ALPHA', '12ALPHA)-3', '7', '12-TRIHYDROXY-24-OXOCHOLAN-24-YL)GLYCINE', 'GLYCINE', ' N-CHOLOYL-', 'N-(CARBOXYMETHYL)-3ALPHA', '7ALPHA', '12ALPHA-TRIHYDROXYGLYCINE CHOLATE']",['PH CONTROL AGENT'],,,,,
53956-04-0,"GLYCYRRHIZIN, AMMONIATED (GLYCYRRHIZA SPP.)",['184.1408'],"['GLYCYRRHIZIN', ' AMMONIATED', 'AMMONIUM GLYCYRRHIZINATE', 'AMMONIATED GLYCYRRHIZIN', 'ALPHA-D-GLUCOPYRANOSIDURONIC ACID', ' (3BETA', '20BETA)-20-CARBOXY-11-OXO-30-NOROLEAN-12-EN-3-YL 2-O-BETA-D-GLUCOPYRANURONOSYL-', ' MONOAMMONIUM SALT', 'MONOAMMONIUM GLYCYRRHIZINATE', 'MONOAMMONIUM (3BETA', '20BETA)-20-CARBOXY-11-OXO-30-NOROLEAN-12-EN-3-YL 2-O-BETA-D-GLUCOPYRANURONOSYL-ALPHA-D-GLUCOPYRANOSIDURONOATE']",['FLAVORING AGENT OR ADJUVANT'],2528,3,,,
977050-87-5,GRAINS OF PARADISE (AFRAMOMUM MELEGUETA (ROSC.) K. SCHUM.),['182.1'],"['GRAINS OF PARADISE', 'AMOMUM GRANUM-PARADISII', 'AMOMUM MELEGUETA', 'AFRAMOMUM MELEGUETA SEED', 'GUINEA GRAINS', 'MELEGUETA PEPPER', 'MALAGUETTE', 'POIVRE DE GUINEE', 'MALAGETTAPFEFFER', 'PARADIESKORNER', 'GRANI DI MELEGUETTA', 'GRANI PARADISI', 'MANI GUETTA', 'AFRAMOMUM MELEGUETA']",['FLAVORING AGENT OR ADJUVANT'],2529,3,,,
977091-57-8,GRAPE COLOR EXTRACT,['73.169'],['GRAPE COLOR EXTRACT'],['COLOR OR COLORING ADJUNCT'],,,,,
977091-54-5,"GRAPE ESSENCE, NATURAL",[],"['GRAPE ESSENCE', ' NATURAL']",['FLAVORING AGENT OR ADJUVANT'],,,,,
977091-55-6,"GRAPEFRUIT ESSENCE, NATURAL","['182.2', '146.132']","['GRAPEFRUIT ESSENCE', ' NATURAL']",['FLAVORING AGENT OR ADJUVANT'],,,,,
90045-43-5,"GRAPEFRUIT, EXTRACT",['182.2'],"['GRAPEFRUIT EXTRACT', 'GRAPEFRUIT', ' EXT.', 'CITRUS PARADISI EXTRACT']",,,,,,
977038-26-8,"GRAPEFRUIT, JUICE",['182.2'],['GRAPEFRUIT JUICE'],,,,,,
8016-20-4,"GRAPEFRUIT, OIL (CITRUS PARADISI MACF.)","['182.2', '146.132']","['GRAPEFRUIT OIL', ' COLDPRESSED', 'CITRUS PARADISI OIL', 'GRAPEFRUIT OIL', 'OILS', ' GRAPEFRUIT']",['FLAVORING AGENT OR ADJUVANT'],2530,3,,,
977083-05-8,"GRAPEFRUIT OIL, CONC.",['182.2'],['GRAPEFRUIT OIL CONCENTRATE'],['FLAVORING AGENT OR ADJUVANT'],,,,,
68916-46-1,"GRAPEFRUIT, OIL, TERPENELESS (CITRUS PARADISI)",['182.2'],"['GRAPEFRUIT OIL', ' TERPENELESS']",,,,,,
85594-37-2,GRAPE SEED EXTRACT,[],"['GRAPE SEED EXTRACT', 'GRAPE', ' EXT.', 'VITIS VINIFERA SEED EXTRACT']",['FLAVORING AGENT OR ADJUVANT'],4045,21,,,
11029-12-2,GRAPE SKIN EXTRACT,['73.17'],"['GRAPE SKIN EXTRACT', 'ENOCIANINA', 'ANTHOCYANINS', ' GRAPE', 'OENIN', 'OENOCYANIN']","['COLOR OR COLORING ADJUNCT', 'FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",,,,,
977032-78-2,GROUND LIMESTONE,['184.1409'],"['LIMESTONE', ' GROUND', 'LIMESTONE FLOUR', 'GROUND LIMESTONE']",,,,,,
9000-29-7,GUAIAC GUM (GUAIACUM SPP.),"['172.51', '175.3', '177.101', '181.24']","['GUAIAC', 'GUM GUAIAC', 'GUAIACUM', 'GUAIAC GUM', 'GUAIAC RESIN', 'GUAIACUM RESIN', 'GUAIACUM (RESIN)', 'GUM GUAIACUM', 'RESIN GUAIAC']","['ANTIOXIDANT', 'FLAVORING AGENT OR ADJUVANT']",,,,,
84650-13-5,"GUAIAC GUM, EXTRACT (GUAIACUM SPP.)",['172.51'],"['GUAIAC EXTRACT', 'GUAIAC GUM EXTRACT', 'GUAIACUM OFFICINALIS EXTRACT', 'GUAIACUM OFFICINALE', ' EXT.']",['FLAVORING AGENT OR ADJUVANT'],2531,3,,,
90-05-1,GUAIACOL,['172.515'],"['GUAIACOL', 'METHOXYPHENOL', ' O-', 'HYDROXYANISOLE', ' O-', '2-HYDROXYANISOLE', '2-METHOXYPHENOL', '1-HYDROXY-2-METHOXYBENZENE', 'PYROGUAIAC ACID', 'PYROCATECHOL MONOMETHYL ETHER', 'PHENOL', ' 2-METHOXY-', 'PHENOL', ' O-METHOXY-', 'NSC-3815', 'METHYLCATECHOL']",['FLAVORING AGENT OR ADJUVANT'],2532,3,,,713
4112-92-9,GUAIACOL BUTYRATE,[],"['GUAIACYL BUTYRATE', 'butanoic acid', ' 2-methoxyphenyl ester', '2-methoxyphenyl butanoate', 'butyric acid', ' o-methoxyphenyl ester', 'phenol', ' o-methoxy', ' butyrate', 'methoxyphenyl butyrate', ' o-', '2-methoxyphenyl butyrate']",['FLAVORING AGENT OR ADJUVANT'],4607,24,,,2015
7598-60-9,GUAIACOL PROPIONATE,[],"['GUAIACYL PROPIONATE', 'phenol', ' 2-methoxy-', ' 1-propanoate', '2-methoxyphenyl 1-propanoate', 'phenol', ' 2-methoxy-', ' propanoate', '2-methoxyphenyl propanoate', 'phenol', ' o-methoxy-', ' propionate', 'methoxyphenyl propionate', ' o-', 'propionic acid', ' o-methoxyphenyl ester', 'guaiacol propionate', 'InChI=1S/C10H12O3/c1-3-10(11)13-9-7-5-4-6-8(9)12-2/h4-7H', '3H2', '1-2H3', 'InChIKey: UYXMBPVOGLUKIV-UHFFFAOYSA-N']",['FLAVORING AGENT OR ADJUVANT'],4609,24,,,2017
977083-52-5,"GUAIAC WOOD, EXTRACT (GUAIACUM SPP.)",['172.51'],['GUAIAC WOOD EXTRACT'],['FLAVORING AGENT OR ADJUVANT'],2533,3,,,
8016-23-7,"GUAIAC WOOD, OIL (GUAIACUM SPP.)",['172.51'],"['GUAIAC WOOD OIL', 'OILS', ' ESSENTIAL', ' GUAIAC WOOD']",['FLAVORING AGENT OR ADJUVANT'],2534,3,,,
613-70-7,GUAIACYL ACETATE,['172.515'],"['GUAIACYL ACETATE', '2-METHOXYPHENYL ACETATE', 'METHOXYPHENYL ACETATE', ' O-', '1-ACETOXY-2-METHOXYBENZENE', 'ACETYL GUAIACOL', 'PHENOL', ' 2-METHOXY-', ' ACETATE', 'PHENOL', ' O-METHOXY-', ' ACETATE']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",3687,13,,,718
723759-62-4,GUAIACYL ISOBUTYRATE,[],"['GUAIACYL ISOBUTYRATE', 'propanoic acid', ' 2-methyl-', ' 2-methoxyphenyl ester', '2-methoxyphenyl 2-methylpropanoate']",['FLAVORING AGENT OR ADJUVANT'],4608,24,,,2016
4112-89-4,GUAIACYL PHENYLACETATE,['172.515'],"['GUAIACYL PHENYLACETATE', 'BENZENEACETIC ACID', ' 2-METHOXYPHENYL ESTER', 'ACETIC ACID', ' PHENYL-', ' O-METHOXYPHENYL ESTER', 'GUAIACOL PHENYLACETATE', 'METHOXYPHENYL PHENYLACETATE', ' O-', 'METHYLCATECHOL ACETATE', ' O-', '2-METHOXYPHENYL PHENYLACETATE']",['FLAVORING AGENT OR ADJUVANT'],2535,3,,,719
88-84-6,GUAIENE,['172.515'],"['GUAIENE', ' BETA-', 'BETA-GUAIENE', 'AZULENE', ' 1', '2', '3', '4', '5', '6', '7', '8-OCTAHYDRO-1', '4-DIMETHYL-7-(1-METHYLETHYLIDENE)-', ' (1S-CIS)-', '1', '2', '3', '4', '5', '6', '7', '8-OCTAHYDRO-1', '4-DIMETHYL-7-(1-METHYLETHYLIDENE)AZULENE', ' (1S-CIS)-', 'GUAIA-1(5)', '7(11)-DIENE']",['FLAVORING AGENT OR ADJUVANT'],,,,,
134-28-1,GUAIOL ACETATE,['172.515'],"['GUAIYL ACETATE', 'GUAIOL ACETATE', 'GUAI-1(5)-EN-11-OL ACETATE', 'GUAI-1-EN-11-OL ACETATE', 'GUAIAC ACETATE', '1', '4-DIMETHYL-7-(ALPHA-HYDROXYISOPROPYL)-DELTA9', '10-OCTAHYDROAZULE', 'GUAIAC WOOD ACETATE', 'OCTAHYDROAZULENE ACETATE', '5-AZULENEMETHANOL', ' 1', '2', '3', '4', '5', '6', '7', '8-OCTAHYDRO-ALPHA', 'ALPHA-3', '8-TETRAMETHYL-', ' ACETATE', ' (3S(3ALPHA', '5ALPHA', '8ALPHA))-', '5-AZULENEMETHANOL', ' 1', '2', '3', '4', '5ALPHA', '6', '7', '8-OCTAHYDRO-ALPHA', 'ALPHA', '3BETA', '8BETA-TETRAMETHYL-', ' ACETATE', '1', '2', '3', '4', '5', '6', '7', '8-OCTAHYDRO-ALPHA', 'ALPHA-3', '8-TETRAMETHYL-5-AZULENEMETHANOL ACETATE', ' (3S(3ALPHA', '5ALPHA', '8ALPHA))-', '1', '2', '3', '4', '5', '6', '7', '8-OCTAHYDRO-ALPHA', 'ALPHA', '3BETA', '8BETA-TETRAMETHYL-5-AZULENEMETHANOL ACETATE']",['FLAVORING AGENT OR ADJUVANT'],,,,,
84929-28-2,"GUARANA, GUM (PAULLINIA CUPANA HBK)",['172.51'],"['GUARANA', 'PAULLINIA CUPANA PASTE', 'BRAZILIAN COCOA', 'UABANO', 'PAULLINIA CUPANA', 'GUARANA', ' EXT.', 'GUARANA GUM']","['FLAVOR ENHANCER', 'FLAVORING AGENT OR ADJUVANT']",2536,3,,,
977145-75-7,"GUARANA SEED, EXTRACT",['172.51'],"['GUARANA SEED EXTRACT', 'PAULLINIA CUPANA SEED EXTRACT']",['FLAVORING AGENT OR ADJUVANT'],,,,,
977050-90-0,GUAVA (PSIDIUM SPP.),[],"['GUAVA', 'GOYAVE (PSIDIUM GUAJAVA OU GOYAVA)', 'GUAYABA', 'COMMON GUAVA', 'YELLOW GUAVA', 'APPLE GUAVA', 'PSIDIUM SPP.', 'PSIDIUM GUAJAVA']",['FLAVORING AGENT OR ADJUVANT'],,,,,
90045-46-8,GUAVA EXTRACT,['182.2'],"['GUAVA EXTRACT', 'GUAVA', ' PSIDIUM GUAJAVA PYRIFERA', ' EXT.', 'PSIDIUM GUAJAVA EXTRACT']",,,,,,
455885-22-0,"GUM ARABIC, HYDROGEN OCTENYLBUTANE DIOATE",[],"['GUM ARABIC', ' HYDROGEN OCTENYLBUTANEDIOATE']","['EMULSIFIER OR EMULSIFIER SALT', 'STABILIZER OR THICKENER']",4227,22,,,
9007-97-0,GUTTA HANG KANG (PALAQUIUM LEIOCARPUM BOERL. AND P. OBLONGIFOLIUM BURCK.),['172.615'],"['GUTTA HANG KANG', 'RESINS', ' GUTTA HANG KANG']",['MASTICATORY SUBSTANCE'],,,,,
977176-72-9,HAEMATOCOCCUS ALGAE MEAL,['73.185'],"['HAEMATOCOCCUS ALGAE MEAL', 'ALGAE MEAL', ' HAEMATOCOCCUS PLUVIALIS']",['COLOR OR COLORING ADJUNCT'],,,,,
84929-54-4,"HAW BARK, BLACK, EXTRACT (VIBURNUM PRUNIFOLIUM L.)",['172.51'],"['BLACK HAW BARK EXTRACT', 'HAW BARK EXTRACT', ' BLACK', 'VIBURNUM PRUNIFOLIUM BARK EXTRACT', 'VIBURNUM PRUNIFOLIUM', ' EXT.']",['FLAVORING AGENT OR ADJUVANT'],2538,3,,,
792933-14-3,HELIOPSIS LONGIPES EXTRACT,[],"['HELIOPSIS LONGIPES EXTRACT', 'Heliopsis longipes', ' ext.', 'gold root extract (Heliopsis longipes)', 'Heliopsis longipes (S.F. Blake) extract']",['FLAVORING AGENT OR ADJUVANT'],4220,22,26.0,,
7440-59-7,HELIUM,['184.1355'],['HELIUM'],['PROCESSING AID'],,,,,
977074-62-6,HEMLOCK (TSUGA SPP.),['172.51'],"['HEMLOCK NEEDLES AND TWIGS', 'TSUGA CANADENSIS NEEDLES AND TWIGS']",['FLAVORING AGENT OR ADJUVANT'],,,,,
8008-10-4,"HEMLOCK NEEDLES AND TWIGS, OIL (TSUGA SPP.)",['172.51'],"['HEMLOCK OIL', 'OILS', ' HEMLOCK', 'HEMLOCK NEEDLE AND TWIG OIL']",['FLAVORING AGENT OR ADJUVANT'],,,,,
4313-03-5,"2,4-HEPTADIENAL",[],"['2', '4-HEPTADIENAL', ' (E', 'E)-', '2', '4-HEPTADIENAL', ' TRANS', 'TRANS-']",['FLAVORING AGENT OR ADJUVANT'],3164,4,,,1179
33467-79-7,TRANS-2-TRANS-4-HEPTADIEN-1-OL,[],"['2', '4-HEPTADIEN-1-OL', ' TRANS', 'TRANS-', '2', '4-heptadien-1-ol', ' (E', 'E)-', '2', '4-heptadien-1-ol', ' (2E', '4E)-', 'InChI=1S/C7H12O/c1-2-3-4-5-6-7-8/h3-6', '8H', '2', '7H2', '1H3/b4-3+', '6-5+', 'InChIKey: MDRZSADXFOPYOC-VNKDHWASSA-N']",['FLAVORING AGENT OR ADJUVANT'],4127,22,,,1784
105-21-5,GAMMA-HEPTALACTONE,['172.515'],"['GAMMA-HEPTALACTONE', '4-HYDROXYHEPTANOIC ACID LACTONE', 'GAMMA-PROPYL-GAMMA-BUTYROLACTONE', '4-PROPYL-4-HYDROXYBUTANOIC ACID LACTONE', '1', '4-HEPTANOLIDE', '4-HYDROXYHEPTANOIC ACID GAMMA-LACTONE', '2(3H)-FURANONE', ' DIHYDRO-5-PROPYL-', 'HEPTALACTONE', ' GAMMA-', 'DIHYDRO-5-PROPYL-2(3H)-FURANONE', 'GAMMA-HEPTANOLACTONE']",['FLAVORING AGENT OR ADJUVANT'],2539,3,25.0,,225
111-71-7,HEPTANAL,['172.515'],"['HEPTANAL', 'ALDEHYDE C-7', 'HEPTALDEHYDE', 'ENANTHAL', 'ENANTHALDEHYDE', 'HEPTYL ALDEHYDE', 'OENANTHAL']",['FLAVORING AGENT OR ADJUVANT'],2540,3,,,95
