cas_rn,substance,regs,syns
97553-32-7,PALM OIL MONOGLYCERIDES,176.21,"['GLYCERIDES, PALM-OIL MONO-']"
977136-20-1,"PALM OIL MONOGLYCERIDES, HYDROGENATED",176.21,"['HYDROGENATED PALM OIL MONOGLYCERIDES', 'PALM OIL GLYCERIDE, HYDROGENATED']"
977156-17-4,"PALM OIL, OXIDIZED",177.28,['OXIDIZED PALM OIL']
129521-59-1,PALM OIL TRIGLYCERIDES,"176.21, 177.28","['GLYCERIDES, PALM-OIL', 'PALM OIL TRIGLYCERIDES']"
977095-79-6,"PAPER, KRAFT",179.45,"['PAPER, KRAFT']"
977176-29-6,"PARAFFIN, TYPE I","175.3, 176.18, 176.21, 178.385",[]
977176-30-9,"PARAFFIN, TYPE II","175.3, 176.18, 176.21, 178.385",[]
8002-74-2,PARAFFIN WAX,"172.615, 175.21, 175.3, 178.38, 133.150 ,  133.189","['PARAFFIN WAX', 'PARAFFIN WAXES AND HYDROCARBON WAXES', 'HYDROCARBON WAX', 'WAX, HYDROCARBON', 'WAX, PARAFFIN', 'HARD PARAFFIN', 'PARAFFIN, HARD']"
30525-89-4,PARAFORMALDEHYDE,"175.105, 176.17, 177.121","['POLYOXYMETHYLENE', 'ACL']"
123-63-7,PARALDEHYDE,177.241,"['1,3,5-TRIOXANE, 2,4,6-TRIMETHYL-', '2,4,6-TRIMETHYL-1,3,5-TRIOXANE', 'S-TRIOXANE, 2,4,6-TRIMETHYL-', '2,4,6-TRIMETHYL-S-TRIOXANE', 'PARACETALDEHYDE', '2,4,6-TRIMETHYL-1,3,5-TRIOXACYCLOHEXANE', 'ACETALDEHYDE, TRIMER']"
977085-30-5,PARRAFFIN (C12-20) SULFONATE,175.105,"['C12-20 PARAFFIN SULFONATE', 'PARAFFIN, C12-20 SULFONATE']"
8002-03-7,PEANUT OIL,"176.21, 177.28, 182.7, 164.15","['ARACHIS OIL', 'EARTHNUT OIL', 'GROUNDNUT OIL', 'KATCHUNG OIL', 'OIL, PEANUT']"
91721-66-3,"PEANUT OIL, DIETHYLENE GLYCOL ESTERS","176.21, 177.28",[]
91744-75-1,PEANUT OIL DIGLYCERIDES,176.21,"['GLYCERIDES, PEANUT-OIL DI-']"
977156-47-0,"PEANUT OIL FATTY ACIDS, METHYL ESTERS","176.21, 177.28","['PEANUT OIL, METHYL ESTERS']"
68425-36-5,"PEANUT OIL, HYDROGENATED","176.21, 177.28","['ARACHIS OIL, HYDROGENATED', 'GROUNDNUT OIL, HYDROGENATED', 'OIL, HYDROGENATED PEANUT']"
85536-09-0,PEANUT OIL MONO- AND DIGLYCERIDES,176.21,"['GLYCERIDES, PEANUT-OIL MONO- AND DI-']"
91744-76-2,"PEANUT OIL MONO- AND DIGLYCERIDES, HYDROGENATED",176.21,"['HYDROGENATED PEANUT OIL MONO- AND DIGLYCERIDES', 'GLYCERIDES, PEANUT-OIL MONO- AND DI-, HYDROGENATED']"
91744-77-3,"PEANUT OIL MONO-, DI- AND TRIGLYCERIDES",176.21,"['GLYCERIDES, PEANUT-OIL MONO-, DI-, AND TRI-']"
91744-81-9,"PEANUT OIL MONO-, DI- AND TRIGLYCERIDES, HYDROGENATED",176.21,"['HYDROGENATED PEANUT OIL MONO-, DI-, AND TRIGLYCERIDES', 'GLYCERIDES, PEANUT-OIL MONO-, DI-, AND TRI-, HYDROGENATED']"
61789-11-5,PEANUT OIL MONOGLYCERIDES,176.21,"['GLYCEROL MONOESTER OF PEANUT OIL', 'GLYCERIDES, PEANUT-OIL MONO-', 'PEANUT OIL MONOGLYCERIDE', 'PEANUT OIL GLYCERIDE']"
977157-90-6,"PEANUT OIL, OXIDIZED",177.28,['OXIDIZED PEANUT OIL']
73138-79-1,"PEANUT OIL, SULFATED","176.21, 177.28",[]
61789-58-0,"PEANUT OIL, SULFATED, SODIUM SALT","176.2, 177.12, 177.28","['SULFATED PEANUT OIL, SODIUM SALTS']"
91744-74-0,PEANUT OIL TRIGLYCERIDES,"176.21, 177.28","['GLYCERIDES, PEANUT-OIL', 'PEANUT OIL TRIGLYCERIDES']"
5117-19-1,PEG-8,"176.18, 176.21, 181.3","['POLYETHYLENE GLYCOL 400', 'OCTAETHYLENE GLYCOL', 'POLYOXYETHYLENE 400', '3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL']"
977042-38-8,PEG ALKYLARYL ETHER,178.34,[]
97953-22-5,PEG ALKYL(C>30) ETHER,175.105,"['ALCOHOLS, C>30, ETHOXYLATED', 'ALCOHOLS(C>30), PEG ETHER', 'C>30 ALKYL PEG ETHER', 'ETHOXYLATED ALCOHOLS, C>30', 'ETHOXYLATED PRIMARY LINEAR ALCOHOL, MW 390-7000', 'PEG ALKYL ETHER, C>30', 'PEG ALKYL(C30+) ETHER']"
68002-97-1,PEG ALKYL(C10-16) ETHER,178.391,"['ALPHA-ALKYL(C10-16)-OMEGA-HYDROXYPOLYETHYLENE', 'ALCOHOLS(C10-16), POLYOXYETHYLATED', 'ETHYLENE OXIDE POLYMER, ALKYL(C10-16) ADDUCT', 'FATTY ALCOHOLS(C10-16), ETHOXYLATED', 'C10-16 ALCOHOLS, ETHOXYLATED', 'PEG ALIPHATIC ETHER, C10-16']"
977094-70-4,PEG-7-20 C11-15 ALKYL ETHER,178.34,"['ALPHA-ALKYL(C11-15)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (7-20 AVG MOLES ETHYLENE OXIDE)', 'C11-15 ALKYL PEG-7-20 ETHER']"
37569-89-4,PEG BIS(CHLOROHYDRIN) ETHER,175.3,"['ALPHA-(3-CHLORO-2-HYDROXYPROPYL)-OMEGA-(3-CHLORO-2-HYDROXYPROPOXY)POLY(OXY-1,2-ETHANEDIYL)', 'PEG BIS(3-CHLORO-2-HYDROXYPROPYL) ETHER', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-(3-CHLORO-2-HYDROXYPROPYL)-OMEGA-(3-CHLORO-2-HYDROXYPROPOXY)-', 'PEG DICHLOROHYDRIN']"
977062-19-3,PEG-4 CASTOR OIL,"175.3, 176.21","['CASTOR OIL FATTY ACIDS, PEG-4 ESTERS']"
977065-86-3,PEG-9 CASTOR OIL,"175.3, 177.28","['CASTOR OIL FATTY ACIDS, PEG-9 ESTERS']"
977088-46-2,PEG-3-12 CASTOR OIL FATTY ACIDS ESTER,"175.3, 176.21","['CASTOR OIL FATTY ACIDS, PEG-3-12 ESTER']"
977059-64-5,PEG-15 COCOATE,175.3,"['COCONUT OIL FATTY ACIDS, PEG-15 ESTER']"
977047-31-6,PEG-9 COCOATE,175.3,"['COCONUT OIL FATTY ACIDS, PEG-9 ESTER']"
9004-86-8,PEG DIBENZOATE,175.105,"['POLYOXYETHYLENE DIBENZOATE', 'POLYETHYLENE GLYCOL DIBENZOATE', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-BENZOYL-OMEGA-(BENZOYLOXY)-', 'GLYCOLS, POLYETHYLENE, DIBENZOATE', 'ALPHA-BENZOYL-OMEGA-(BENZOYLOXY)POLY(OXY-1,2-ETHANEDIYL)']"
9005-02-1,PEG DILAURATE,,"['POLY(OXY-1,2-ETHANEDIYL), ALPHA-(1-OXODODECYL)-OMEGA-((1-OXODODECYL)OXY)-', 'ALPHA-(1-OXODEDECYL)-OMEGA-((1-OXODODECYL)OXY)POLY(OXY-1,2-ETHANEDIYL)', 'GLYCOLS, POLYETHYLENE, DILAURATE', 'LAURIC ACID, DIESTER WITH POLYETHYLENE GLYCOL', 'POLYETHYLENE GLYCOL DIDODECANOATE']"
53964-94-6,PEG DI-SEC-BUTYLPHENYL ETHER,178.34,"['ALPHA-(BIS(1-METHYLPROPYL)PHENYL)-OMEGA-HYDROXYPOLLY(OXY-1,2-ETHANEDIYL)', 'PEG BIS(1-METHYLPROPYL)PHENYL ETHER', 'PEG MONO(BIS(1-(4-METHYLPROPYL)PHENYL)', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-(BIS(1-METHYLPROPYL)PHENYL-OMEGA-HYDROXY-']"
977174-70-1,PEG-25 GLYCEROL ADDUCT,175.105,['POLYOXYETHYLENE (25) GLYCEROL ADDUCT']
54045-08-8,PEG HEPTADECYL ETHER,178.34,[]
977058-73-3,PEG-20 LANOLIN ADDUCT,175.105,[]
9004-81-3,PEG LAURATE,178.391,"['PEG MONOLAURATE', 'POLYOXYETHYLENE MONOLAURATE', 'POLYETHYLENE GLYCOL MONOLAURATE', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-(1-OXODODECYL)-OMEGA-HYDROXY-', 'GLYCOLS, POLYETHYLENE, MONOLAURATE', 'ALPHA-(1-OXODODECYL)-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)', 'LAURIC ACID, MONOESTER WITH POLYETHYLENE GLYCOL', 'ALPHA-LAUROYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)']"
9002-92-0,PEG LAURYL ETHER,178.376,"['ALPHA-DODECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)', 'POLYETHYLENE GLYCOL MONODODECYL ETHER', 'PEG DODECYL ETHER', 'DODECYL POLY(OXYETHYLENE) ETHER', 'LAURETH', 'PEG MONOLAURYL ETHER', 'DODECYL ALCOHOL ETHYLENE OXIDE', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-DODECYL-OMEGA-HYDROXY-', 'ALPHA-DODECYL-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)', 'DODECYL ALCOHOL, MONOETHER WITH POLYETHYLENE GLYCOL', 'LAURYL ALCOHOL, ETHOXYLATED', 'ETHYLENE OXIDE-LAURYL ALCOHOL POLYCONDENSATE', 'ALPHA-DODECANOL-OMEGA-HYDROXYPOLY(OXYETHYLENE)']"
41928-09-0,PEG METHYLENEDI-4-ISOOCTYLPHENYL ETHER,176.21,"[""ALPHA,ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-O-PHENYLENE))BIS(OMEGA-HYDROXYPOLY(OXYETHYLENE))"", ""ALPHA,ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-2,1-PHENYLENE))BIS(OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL))"", ""POLY(OXY-1,2-ETHANEDIYL), ALPHA,ALPHA'-(METHYLENEBIS(4-(1,1,3,3-TETRAMETHYLBUTYL)-2,1-PHENLENE))BIS(OMEGA-HYDROXY-""]"
68130-71-2,PEG 1-((METHYLPHENYL)ETHYL)PHENYL ETHER AMMONIUM SULFATE,176.17,"['MONO-, DI-, TRI(1-METHYL-1-PHENYLETHYL)PHENOL, ETHOXYLATED, SULFATED, AMMONIUM SALT', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-SULFO-OMEGA-HYDROXY-, ETHER WITH PHENOL 1-(METHYLPHENYL)ETHYL DERIVS., AMMONIUM SALTS']"
68476-04-0,PEG MONTAN WAX ESTER,176.17,"['PEG, MONTAN WAX ESTERS', 'FATTY ACIDS, MONTAN-WAX, ETHOXYLATED', 'MONTAN WAX, PEG ESTERS']"
9006-28-4,PEG (MW 200-600) ESTERS OF FATTY ACIDS,175.105,"['FATTY ACIDS, PEG ESTERS', 'FATTY ACIDS, POLYETHYLENE GLYCOL ESTERS', 'FATTY ACIDS, ETHOXYLATED', 'POLYETHYLENE GLYCOL, FATTY ACID ESTERS', 'PEG MONO- OR DIFATTY ACID', 'PEG FATTY ACID (MONO- OR DI-)']"
9004-96-0,PEG OLEATE,175.3,"['PEG MONOOLEATE', 'POLYGLYCOL OLEATE', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-(1-OXO-9-OCTADECENYL)-OMEGA-HYDROXY-, (Z)-', 'OLEIC ACID, MONOESTER WITH POLYETHYLENE GLYCOL', 'GLYCOLS, POLYETHYLENE, MONOOLEATE', 'POLYOXYETHYLENE GLYCOL MONOOLEATE', 'ALPHA-(1-OXO-9-OCTADECENYL)-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL), (Z)-']"
9004-98-2,PEG OLEYL ETHER,"176.18, 176.2, 177.121, 178.34","['PEG MONO(CIS-9-OCTADECENYL) ETHER', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-9-OCTADECENYL-OMEGA-HYDROXY-, (Z)-', 'ALPHA-9-OCTADECENYL-OMEGA-HYDROXY(POLY(OXY-1,2-ETHANEDIYL)), (Z)-', 'GLYCOLS, POLYETHYLENE, MONO-9-OCTADECENYL ETHER, (Z)-', '9-OCTADECEN-1-OL, MONOETHER WITH POLYETHYLENE GLYCOL, (Z)-', 'OLETH', 'ALPHA-CIS-9-OCTADECENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)', 'ALPHA-9-OCTADECENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE), (Z)-']"
977174-69-8,PEG-4-5 PHENYL ETHER,175.105,['POLYOXYETHYLENE (4-5) ETHER PHENOL']
68551-13-3,"PEG/PPG N-ALKYL ETHER, C12-15",178.101,"['ALCOHOLS, C12-15, ETHOXYLATED PROPOXYLATED', 'ALPHA-ALKYL(C12-15)-OMEGA-HYDROXYPOLY(OXYETHYLENE)POLY(OXYPROPYLENE)', 'C12-15 ALCOHOLS, ETHOXYLATED PROPOXYLATED', 'C12-15 PEG/PPG ALKYL ETHER', 'ETHOXYLATED PROPOXYLATED ALCOHOLS(C12-15)', 'PEG/PPG ALKYL ETHER, C12-15', 'PEG/PPG C12-15 ALCOHOLS', 'POLYETHYLENE-POLYPROPYLENE GLYCOL ALKYL(C12-15) ETHER']"
9008-78-0,PEG/PPG OCTYLPHENYL ETHER,175.105,"['OCTYLPHENOXYPOLYETHOXY-POLYPROPOXYETHANOL', 'OXIRANE, METHYL-, POLYMER WITH OXIRANE, MONO(OCTYLPHENYL)ETHER', 'POLY(METHYLOXIRANE-CO-OXIRANE) MONO(OCTYLPHENYL) ETHER']"
61791-18-2,PEG ROSIN ETHER,175.105,"['ROSIN ALCOHOL, ETHOXYLATED', 'ALCOHOLS, ROSIN, ETHOXYLATED']"
977009-12-3,PEG-40 STEARATE,"175.105, 176.2","['POLYOXYL 40 STEARATE', 'POLYOXYETHYLENE (40) MONOSTEARATE', 'POLYOXYETHYLENE (40) STEARATE']"
70802-40-3,PEG-8 STEARATE,"176.17, 176.2, 177.12, 178.391","['PEG-8 MONOSTEARATE', 'POLYETHYLENE GLYCOL 400 MONOSTEARATE', 'OCTAETHYLENE GLYCOL MONOSTEARATE', 'OCTADECANOIC ACID, 23-HYDROXY-3,6,8,12,15,18,21-HEPTAOXATRICOS-1-YL ESTER', '23-HYDROXY-3,6,8,12,15,18,21-HEPTAOXATRICOS-1-YL OCTADECANOATE', 'POLYOXYL 8 STEARATE', 'POLYOXYETHYLENE (8) MONOSTEARATE', 'POLYOXYETHYLENE (8) STEARATE']"
9005-00-9,PEG STEARYL ETHER,,"['POLY(OXY-1,2-ETHANEDIYL), ALPHA-OCTADECYL-OMEGA-HYDROXY-', 'ALPHA-OCTADECYL-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)', 'GLYCOLS, POLYETHYLENE, MONOOCTADECYL ETHER', 'POLYOXYETHYLENE MONOOCTADECYL ETHER', 'POLYETHYLENE GLYCOL MONOSTEARYL ETHER', 'STEARETH']"
977140-16-1,"PEG-40 TALLOW ALCOHOL SULFATE, SODIUM SALT","175.105, 176.17, 177.28","['POLYOXYETHYLATED (40 MOLES) TALLOW ALCOHOL SULFATE, SODIUM SALT', 'TALLOW ALCOHOL, ETHOXYLATED (40 MOLES), SODIUM SULFATE', 'SODIUM TALLOWETH-40 SULFATE', 'TALLOWETH-40, SODIUM SULFATE']"
61791-26-2,PEG TALLOW AMINE,176.18,"['AMINES, TALLOW ALKYL, ETHOXYLATED', 'ETHOXYLATED TALLOW ALKYLAMINES', 'TALLOW AMINE, ETHOXYLATED']"
977161-14-0,PEG-9-10 TERT-DODECYL THIOETHER,176.18,"['DODECYLTHIOL, TERT-, ETHOXYLATED (9-10 MOLES)', 'DODECYL MERCAPTAN, TERT-, ETHOXYLATED (9-10 MOLES)', 'PEG-9-10 TERT-DODECANETHIOL', 'TERT-DODECANETHIOL, ETHOXYLATED (9-10 MOLES)', 'TERT-DODECYL MERCAPTAN, ETHOXYLATED (9-10 MOLES)']"
977106-07-2,PEG TETRAMETHYLDECYNEDIOL ETHER,175.105,"['TETRAMETHYLDECYNEDIOL, ETHOXYLATED']"
24938-91-8,PEG TRIDECYL ETHER,"175.105, 176.2","['POLYETHYLENE GLYCOL MONOTRIDECYL ETHER', 'POLYOXYETHYLENE TRIDECYL ALCOHOL', 'GLYCOLS, POLYETHYLENE, MONOTRIDECYL ETHER', '1-TRIDECANOL, MONOETHER WITH POLYETHYLENE GLYCOL', 'POLY(OXY-1,2-ETHANEDIYL), ALPHA-TRIDECYL-OMEGA-HYDROXY-', 'ALPHA-TRIDECYL-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)', 'TRIDECYL ALCOHOL, POLYOXYETHYLATED', 'TRIDECETH']"
977045-04-7,PEG-3-15 TRIDECYL ETHER,"175.105, 176.18, 176.21",['POLYOXYETHYLENE(3-15 MOLES) TRIDECYL ETHER']
87-86-5,PENTACHLOROPHENOL,"175.105, 178.38","['2,3,4,5,6-PENTACHLOROPHENOL', 'PCP', 'PENTA (PENTACHLOROPHENOL)', 'PERMAGARD', 'PHENOL, PENTACHLORO-']"
2176-62-7,PENTACHLOROPYRIDINE,175.105,"['PYRIDINE, PENTACHLORO-', '2,3,4,5,6-PENTACHLOROPYRIDINE', 'PERCHLOROPYRIDINE']"
2123-19-5,13-PENTACOSANONE,177.12,"['13-PENTACOSANONE', 'DIDODECYL KETONE']"
115-77-5,PENTAERYTHRITOL,"175.3, 175.32, 176.18, 176.21, 177.139, 177.242, 178.201","['MONOPENTAERYTHRITOL', 'TETRAKIS(HYDROXYMETHYL)METHANE', 'TETRAMETHYLOLMETHANE', '2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL', '1,3-PROPANEDIOL, 2,2-BIS(HYDROXYMETHYL)-', '1,1,1-TRIS(HYDROXYMETHYL)ETHANOL']"
31286-88-1,PENTAERYTHRITOL ESTER OF MALEIC ANHYDRIDE,175.105,"['MALEIC ANHYDRIDE, PENTAERYTHRITOL ESTER', 'MALEIC ANHYDRIDE-PENTAERYTHRITOL COPOLYMER', 'POLY(2,5-FURANDIONE-CO-2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL)', '2,5-FURANDIONE, POLYMER WITH 2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL']"
78-23-9,PENTAERYTHRITOL MONOSTEARATE,"175.105, 178.201","['OCTADECANOIC ACID, 3-HYDROXY-2,2-BIS(HYDROXYMETHYL)PROPYL ESTER', 'STEARIC ACID, 3-HYDROXY-2,2-BIS(HYDROXYMETHYL)PROPYL ESTER', '3-HYDROXY-2,2-BIS(HYDROXYMETHYL)PROPYL OCTADECANOATE', '3-HYDROXY-2,2-BIS(HYDROXYMETHYL)PROPYL STEARATE']"
8045-34-9,PENTAERYTHRITOL STEARATE,178.201,"['PENTAERYTHRITOL, STEARATE', 'OCTADECANOIC ACID, ESTER WITH 2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL', 'STEARIC ACID, ESTER WITH PENTAERYTHRITOL', '2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL OCTADECANOATE']"
4196-86-5,PENTAERYTHRITOL TETRABENZOATE,175.105,"['1,3-PROPANEDIOL, 2,2-BIS((BENZOYLOXY)METHYL)-, DIBENZOATE', '2,2-BIS((BENZOYLOXY)METHYL)-1,3-PROPANEDIYL DIBENZOATE']"
115-83-3,PENTAERYTHRITOL TETRASTEARATE,"175.105, 176.17, 177.12, 177.158, 177.1585","['OCTADECANOIC ACID, 2,2-BIS(((1-OXOOCTADECYL)OXY)METHYL)-1,3-PROPANEDIYL ESTER', 'NEOPENTANETETRAYL TETRASTEARATE', 'STEARIC ACID, NEOPENTANETETRAYL ESTER']"
6683-19-8,"PENTAERYTHRITYL TETRAKIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)","175.105, 175.3, 177.168, 177.247, 177.248, 178.201, 178.357, 178.391","['BENZENEPROPANOIC ACID, 3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXY-, 2,2-BIS((3-(3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXYPHENYL)-1-OXOPROPOXY)METHYL)-1,3-PROPANEDIYL ESTER', 'HYDROCINNAMIC ACID, 3,5-DI-TERT-BUTYL-4-HYDROXY-, NEOPENTANETETRAYL ESTER', 'HYDROCINNAMIC ACID, 3,5-DI-TERT-BUTYL-4-HYDROXY-, TETRAESTER WITH PENTAERYTHRITOL', 'PENTAERYTHRITOL TETRAKIS(3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONATE)', 'PENTAERYTHRITOL, TETRAKIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)', 'NEOPENTANETETRAYL 3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE', 'PENTAERYTHRITOL TETRAKIS(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE)', 'TETRAKIS(METHYLENE(3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE))METHANE', ""TETRAKIS(METHYLENE(3-(3',5'-DI-TERT-BUTYL-4'-HYDROXYPHENYL)PROPIONATE))METHANE"", ""TETRAKIS(METHYLENE-3-(3',5'-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONATE)METHANE"", '2,2-BIS((3-(3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXYPHENYL)-1-OXOPROPOXY)METHYL)-1,3-PROPANEDIYL 3,5-BIS(1,1-DIMETHYLETHYL)-4-HYDROXYBENZENEPROPANOATE']"
109-66-0,PENTANE,178.301,[]
123-54-6,"2,4-PENTANEDIONE",175.105,"['DIACETYLMETHANE', 'DIACETONE', '2,4-PENTANEDIONE', 'BETA,GAMMA-DIOXOPENTANE']"
140-01-2,PENTASODIUM DIETHYLENETRIAMINEPENTAACETATE,"175.105, 176.15","['DIETHYLENETRIAMINEPENTAACETIC ACID PENTASODIUM SALT', 'DTPA PENTASODIUM SALT', 'GLYCINE, N,N-BIS(2-(BIS(CARBOXYMETHYL)AMINO)ETHYL)-, PENTASODIUM SALT', 'PENTASODIUM DTPA', 'PENTASODIUM N,N-BIS(2-(BIS(CARBOXYMETHYL)AMINO)ETHYL)GLYCINATE', 'SODIUM DIETHYLENETRIAMINEPENTAACETATE']"
109-67-1,1-PENTENE,177.152,"['PENTENE-1', 'PROPYLETHYLENE', 'AMYLENE, ALPHA-', '1-METHYL-3-BUTENE']"
79-21-0,PERACETIC ACID,"172.56, 172.892, 173.315, 173.37, 178.101","['ETHANEPEROXOIC ACID', 'PEROXYACETIC ACID', 'ACETYL HYDROPEROXIDE', 'MONOPERACETIC ACID', 'PEROXOACETIC ACID', 'ACETIC PEROXIDE']"
31692-93-0,PERFLUOROCARBON RESIN,177.155,"['POLY(DIFLUOROMETHYLENE)', 'POLY(1,1,2,2-TETRAFLUORO-1,2-ETHANEDIYL)']"
355-42-0,PERFLUOROHEXANE,173.342,"['HEXANE, TETRADECAFLUORO-', 'PERFLUOROHEXANE']"
1187-93-5,PERFLUOROMETHYL VINYL ETHER,177.24,"['ETHENE, TRIFLUORO(TRIFLUOROMETHOXY)-', 'ETHER, TRIFLUOROMETHYL TRIFLUOROVINYL', 'PERFLUORO(METHYL VINYL ETHER)', 'TRIFLUORO(TRIFLUOROMETHOXY)ETHENE', '3-OXAPERFLUOROBUTENE']"
24520-19-2,PERFLUORO-2-PHENOXYPROPYL VINYL ETHER,177.24,"['BENZENE, PENTAFLUORO(1,2,2-TRIFLUORO-2-((TRIFLUOROETHENYL)OXY)-1-(TRIFLUOROMETHYL)ETHOXY)-', 'PENTAFLUORO(1,2,2-TRIFLUORO-2-((TRIFLUOROETHENYL)OXY)-1-(TRIFLUOROMETHYL)ETHOXY)BENZENE', 'PROPANE, 1,1,1,2,3,3-HEXAFLUORO-2-(PENTAFLUOROPHENOXY)-3-((TRIFLUOROVINYL)OXY)-', 'UNDECAFLUORO-2-PHENOXYPROPYL TRIFLUOROVINYL ETHER', '1,1,1,2,3,3-HEXAFLUORO-2-(PENTAFLUOROPHENOXY)-3-((TRIFLUOROVINYL)OXY)PROPANE']"
1623-05-8,PERFLUOROPROPYL VINYL ETHER,177.155,"['ETHER, HEPTAFLUOROPROPYL TRIFLUOROVINYL', 'HEPTAFLUOROPROPYL TRIFLUOROVINYL ETHER', 'PROPANE, 1,1,1,2,2,3,3-HEPTAFLUORO-3-((TRIFLUOROETHENYL)OXY)-', '1,1,1,2,2,3,3-HEPTAFLUORO-3-((TRIFLUOROETHENYL)OXY)PROPANE']"
26655-00-5,PERFLUORO(PROPYLVINYL ETHER)-TETRAFLUOROETHYLENE COPOLYMER,177.155,"['ETHER, HEPTAFLUOROPROPYL TRIFLUOROVINYL, POLYMER WITH TETRAFLUOROETHYLENE', 'PERFLUOROPROPYL PERFLUOROVINYL ETHER-TETRAFLUOROETHYLENE COPOLYMER', 'PERFLUORO(PROPYL VINYL ETHER)-TETRAFLUOROETHYLENE COPOLYMER', 'PROPANE, 1,1,1,2,2,3,3-HEPTAFLUORO-3-((TRIFLUOROETHENYL)OXY)-, POLYMER WITH TETRAFLUOROETHENE', 'POLY(1,1,1,2,2,3,3-HEPTAFLUORO-3-((TRIFLUOROETHENYL)OXY)PROPANE-CO-TETRAFLUOROETHENE)', 'TETRAFLUOROETHYLENE-PERFLUORO(PROPYL VINYL ETHER) COPOLYMER']"
68132-21-8,PERILLA OIL,175.3,"['OILS, PERILLA']"
977176-50-3,PERILLA OIL FATTY ACIDS,175.3,[]
33734-57-5,PEROXYOCTANOIC ACID,"173.37, 178.101","['OCTANEPEROXOIC ACID', 'PEROXYOCTANOIC ACID']"
8009-03-8,PETROLATUM,"172.88, 173.34, 175.105, 175.125, 175.3, 176.17, 176.18, 176.2, 176.21, 177.12, 177.26, 177.28, 178.357, 178.37","['PETROLEUM JELLY', 'PETROLATUM, AMBER', 'SOFT PARAFFIN', 'PARAFFIN, SOFT']"
977085-98-5,PETROLEUM ALICYCLIC HYDROCARBON RESIN,"175.32, 176.17, 176.18","['HYDROCARBON, ALICYCLIC, PETROLEUM RESIN', 'PETROLEUM RESINS, ALICYCLIC HYDROCARBON', 'PETROLEUM HYDROCARBONS, ALICYCLIC, RESINS', 'PETROLEUM HYDROCARBON RESIN, ALICYCLIC']"
977134-05-6,"PETROLEUM, AROMATIC HYDROGENATED POLYMERIZED",176.17,[]
8052-42-4,PETROLEUM ASPHALT,176.17,"['PETROLEUM ASPHALT', 'MINERAL PITCH']"
68132-00-3,"PETROLEUM HYDROCARBON RESINS (CYCLOPENTADIENE-TYPE), HYDROGENATED","175.105, 177.152","['CYCLODIENE POLYMER, HYDROGENATED', 'HYDROGENATED DEBENZENIZED LIGHT STEAM-CRACKED NAPHTHA POLYMERS', 'HYDROGENATED CYCLODIENE RESIN', 'NAPHTHA (PETROLEUM), LIGHT STEAM-CRACKED, DEBENZENIZED, POLYMERS, HYDROGENATED', 'PETROLEUM NAPHTHA, LIGHT STEAM-CRACKED, DEBENZENIZED, POLYMERS, HYDROGENATED', 'PETROLEUM HYDROCARBON RESIN, CYCLOPENTADIENE TYPE, HYDROGENATED']"
977041-49-8,"PETROLEUM HYDROCARBONS, CYCLOPENTADIENE, HYDROGENATED","175.105, 177.26",[]
